train/learning_rate,rollout/ep_rew_mean,time/time_elapsed,train/critic_loss,time/fps,time/total_timesteps,train/n_updates,train/actor_loss,rollout/ep_len_mean,time/episodes
0.001,83.48255467000001,259,0.5908907651901245,88,23012,22911,-39.06825256347656,18.09,1300
0.001,83.45312774999998,261,0.8918007612228394,88,23190,23089,-39.461700439453125,18.08,1310
0.001,83.29845556000002,264,0.6925625801086426,88,23367,23266,-41.088897705078125,18.02,1320
0.001,83.16567984,267,0.7518025040626526,88,23550,23449,-39.349586486816406,17.97,1330
0.001,83.15881482999997,269,0.37858060002326965,88,23728,23627,-37.40448760986328,17.97,1340
0.001,83.20181238,272,1.0165555477142334,87,23913,23812,-41.98503112792969,17.99,1350
0.001,83.33806299,275,1.543639898300171,87,24096,23995,-37.91633605957031,18.04,1360
0.001,83.28326316,277,0.9082551002502441,87,24273,24172,-40.07106018066406,18.02,1370
0.001,83.00424373,280,0.6274574398994446,87,24452,24351,-41.56858825683594,17.92,1380
0.001,83.06934295,282,2.1217455863952637,87,24626,24525,-39.818328857421875,17.94,1390
0.001,83.0638947,285,0.9938266277313232,87,24806,24705,-37.997047424316406,17.94,1400
0.001,83.17835198,287,0.6642294526100159,86,24988,24887,-38.65592956542969,17.98,1410
0.001,83.04191922,290,0.9008516669273376,86,25161,25060,-39.487831115722656,17.94,1420
0.001,82.89497000000001,292,0.6532742381095886,86,25340,25239,-40.51605224609375,17.9,1430
0.001,82.89126298000001,295,1.7333450317382812,86,25518,25417,-40.723472595214844,17.9,1440
0.001,82.93329362000003,297,1.178558111190796,86,25704,25603,-41.66343688964844,17.91,1450
0.001,82.69027991000002,300,1.0198501348495483,86,25879,25778,-39.078941345214844,17.83,1460
0.001,82.72068881999999,303,0.8561770915985107,85,26058,25957,-40.76350402832031,17.85,1470
0.001,82.94189803,305,0.48441314697265625,85,26244,26143,-38.8767204284668,17.92,1480
0.001,83.55235244,308,0.9159753918647766,85,26438,26337,-39.07817840576172,18.12,1490
0.001,83.51049134,311,1.0538499355316162,85,26617,26516,-39.359230041503906,18.11,1500
0.001,83.476142,313,1.072862148284912,85,26798,26697,-41.13055419921875,18.1,1510
0.001,83.62141733,316,0.633030116558075,85,26976,26875,-40.39000701904297,18.15,1520
0.001,83.58507764000002,319,0.7974456548690796,85,27153,27052,-37.17707824707031,18.13,1530
0.001,83.59400724999999,321,0.6193917393684387,84,27331,27230,-41.326751708984375,18.13,1540
0.001,83.29525842999999,324,1.2931228876113892,84,27507,27406,-38.8533935546875,18.03,1550
0.001,83.27367840999999,326,1.1371021270751953,84,27681,27580,-41.953208923339844,18.02,1560
0.001,83.24190409,329,0.9919731616973877,84,27858,27757,-38.750587463378906,18.0,1570
0.001,82.9305327,331,0.9355579614639282,84,28034,27933,-40.33714294433594,17.9,1580
0.001,82.45852880999999,334,0.8297915458679199,84,28213,28112,-38.99724197387695,17.75,1590
0.001,82.322552,336,2.2836055755615234,84,28387,28286,-40.957664489746094,17.7,1600
0.001,82.15288049,338,0.6443237662315369,84,28562,28461,-39.12985610961914,17.64,1610
0.001,82.31786243,341,0.3218238651752472,84,28745,28644,-42.802085876464844,17.69,1620
0.001,82.46764666000001,344,2.1146748065948486,84,28927,28826,-38.119850158691406,17.74,1630
0.001,82.55799554,346,0.7874177098274231,84,29108,29007,-38.17402648925781,17.77,1640
0.001,82.89449778,349,0.9200374484062195,83,29295,29194,-38.733619689941406,17.88,1650
0.001,82.96823019000001,351,1.105297327041626,83,29471,29370,-40.50263595581055,17.9,1660
0.001,82.92323133,354,1.2434262037277222,83,29647,29546,-42.12358856201172,17.89,1670
0.001,82.81091231,356,1.0717377662658691,83,29819,29718,-41.706668853759766,17.85,1680
0.001,82.89402802000001,359,1.015734314918518,83,30000,29899,-40.06222915649414,17.87,1690
0.001,83.05073896,361,1.1377477645874023,83,30180,30079,-40.114009857177734,17.93,1700
0.001,83.17084487999999,364,0.7305504679679871,83,30359,30258,-39.10076141357422,17.97,1710
0.001,83.24790886999999,367,0.9825958609580994,83,30545,30444,-38.33832550048828,18.0,1720
0.001,83.17808397,369,0.6182765960693359,83,30725,30624,-39.0635871887207,17.98,1730
0.001,83.30289489,372,1.5082374811172485,83,30910,30809,-38.68077087402344,18.02,1740
0.001,83.21682308,374,1.841176986694336,82,31094,30993,-42.93756103515625,17.99,1750
0.001,83.30589233999999,377,1.7893013954162598,82,31273,31172,-38.56431198120117,18.02,1760
0.001,83.46617599999999,379,1.0478872060775757,82,31454,31353,-39.579811096191406,18.07,1770
0.001,83.67734364000002,382,0.9364533424377441,82,31633,31532,-39.181243896484375,18.14,1780
0.001,83.56670831,384,0.7890422344207764,82,31810,31709,-39.47038269042969,18.1,1790
0.001,83.63148398999999,387,0.5619490146636963,82,31992,31891,-42.04356384277344,18.12,1800
0.001,83.54741381,389,1.0077345371246338,82,32168,32067,-41.06794738769531,18.09,1810
0.001,83.22642755000001,392,1.011804223060608,82,32343,32242,-39.4195671081543,17.98,1820
0.001,82.99795021,394,0.7636297941207886,82,32515,32414,-40.7437744140625,17.9,1830
0.001,82.90610093,396,0.7041206359863281,82,32697,32596,-39.439422607421875,17.87,1840
0.001,82.66555618999999,399,0.35857200622558594,82,32873,32772,-42.70234298706055,17.79,1850
0.001,82.40853254,401,0.6716063618659973,82,33043,32942,-41.67235565185547,17.7,1860
0.001,82.36816268000001,404,0.8271048665046692,82,33223,33122,-40.06787872314453,17.69,1870
0.001,82.13717355,406,1.1962871551513672,82,33394,33293,-39.96982192993164,17.61,1880
0.001,82.34496816000001,409,1.0612314939498901,82,33579,33478,-39.50621032714844,17.69,1890
0.001,82.12586317000002,411,0.6102015376091003,81,33754,33653,-37.311012268066406,17.62,1900
0.001,82.14083604,414,1.1793534755706787,81,33931,33830,-38.983543395996094,17.63,1910
0.001,82.55438550000001,416,0.9574969410896301,81,34121,34020,-39.576271057128906,17.78,1920
0.001,82.88975398000001,419,0.5853246450424194,81,34305,34204,-41.6876220703125,17.9,1930
0.001,82.69896402999998,422,1.2215006351470947,81,34481,34380,-40.93759536743164,17.84,1940
0.001,82.77978884,424,1.2820713520050049,81,34660,34559,-41.618404388427734,17.87,1950
0.001,83.26927134000002,427,0.5907442569732666,81,34847,34746,-37.82069396972656,18.04,1960
0.001,83.11494137000001,429,1.0976271629333496,81,35022,34921,-39.864166259765625,17.99,1970
0.001,83.32238437,432,0.9779693484306335,81,35201,35100,-40.123104095458984,18.07,1980
0.001,83.25168691,434,0.8681513071060181,81,35383,35282,-37.726890563964844,18.04,1990
0.001,83.46761857999999,437,1.089277744293213,81,35565,35464,-39.89715576171875,18.11,2000
0.001,83.67727832,440,0.9393482208251953,81,35749,35648,-39.6281623840332,18.18,2010
0.001,83.22863265,442,1.6396057605743408,81,35923,35822,-39.733665466308594,18.02,2020
0.001,83.20616009,445,1.138171911239624,81,36106,36005,-39.45562744140625,18.01,2030
0.001,83.21517539,447,1.157642126083374,81,36282,36181,-39.208290100097656,18.01,2040
0.001,83.19671639000002,450,0.49226289987564087,80,36461,36360,-39.323387145996094,18.01,2050
0.001,82.94147280000001,452,1.25032377243042,80,36639,36538,-39.3660888671875,17.92,2060
0.001,83.07935827000001,455,1.4409420490264893,80,36819,36718,-39.84797668457031,17.97,2070
0.001,83.04816046,457,1.514140009880066,80,36996,36895,-40.118141174316406,17.95,2080
0.001,82.90021012000001,460,0.6866388916969299,80,37173,37072,-40.16737365722656,17.9,2090
0.001,82.64619087000001,462,0.9648406505584717,80,37346,37245,-40.30706024169922,17.81,2100
0.001,82.31349538,465,0.3232535719871521,80,37518,37417,-41.822914123535156,17.69,2110
0.001,82.35193842000001,467,1.216069221496582,80,37694,37593,-41.22280502319336,17.71,2120
0.001,82.35065505,470,0.6157693266868591,80,37877,37776,-43.01136016845703,17.71,2130
0.001,82.38800078,473,1.0463683605194092,80,38054,37953,-37.75468444824219,17.72,2140
0.001,82.41633872,475,0.7468981742858887,80,38234,38133,-41.58661651611328,17.73,2150
0.001,82.51995954999998,477,0.28351980447769165,80,38416,38315,-39.04724884033203,17.77,2160
0.001,82.30552353000002,480,0.8909506797790527,80,38588,38487,-37.544979095458984,17.69,2170
0.001,82.32338413000001,483,2.308462619781494,80,38766,38665,-39.528419494628906,17.7,2180
0.001,82.29770429,485,0.787772536277771,80,38942,38841,-38.99784469604492,17.69,2190
0.001,82.41492929,488,0.9671489000320435,80,39119,39018,-38.610504150390625,17.73,2200
0.001,82.60872912,490,0.7334345579147339,80,39298,39197,-37.77553939819336,17.8,2210
0.001,82.63815881000001,493,1.6900404691696167,80,39475,39374,-42.31060791015625,17.81,2220
0.001,82.54968439,495,0.5709511041641235,79,39655,39554,-40.40767288208008,17.78,2230
0.001,82.53437078,498,1.2178823947906494,79,39831,39730,-41.07364273071289,17.77,2240
0.001,82.58236945,500,0.703927755355835,79,40012,39911,-40.344642639160156,17.78,2250
0.001,82.29814172,503,1.6458075046539307,79,40184,40083,-41.838531494140625,17.68,2260
0.001,82.40699897999998,505,1.32761812210083,79,40360,40259,-40.71304702758789,17.72,2270
0.001,82.37323581999999,508,0.48699069023132324,79,40537,40436,-39.05390167236328,17.71,2280
0.001,82.19538286999999,510,1.05266535282135,79,40707,40606,-41.781517028808594,17.65,2290
0.001,82.20630707000001,513,1.1940581798553467,79,40884,40783,-40.19061279296875,17.65,2300
0.001,82.34894440999999,515,0.9880344867706299,79,41068,40967,-41.25895690917969,17.7,2310
0.001,82.42203238,518,1.041111946105957,79,41247,41146,-41.21864318847656,17.72,2320
0.001,82.31711287,520,1.1310603618621826,79,41423,41322,-36.74285125732422,17.68,2330
0.001,82.38995431,523,1.2635592222213745,79,41603,41502,-40.621891021728516,17.72,2340
0.001,82.26127996,525,0.9056543111801147,79,41780,41679,-40.487205505371094,17.68,2350
0.001,82.50749328,527,2.0094282627105713,79,41961,41860,-41.45039367675781,17.77,2360
0.001,82.52868864999999,530,1.0711088180541992,79,42138,42037,-40.416778564453125,17.78,2370
0.001,82.59710348,532,1.0968509912490845,79,42317,42216,-40.81957244873047,17.8,2380
0.001,82.96566182999999,535,0.793332040309906,79,42500,42399,-40.06083679199219,17.93,2390
0.001,83.13745364,537,0.797500729560852,79,42683,42582,-41.355712890625,17.99,2400
0.001,83.14973579,540,1.1342360973358154,79,42868,42767,-39.441490173339844,18.0,2410
0.001,83.27596313999999,543,1.2987124919891357,79,43051,42950,-40.99433898925781,18.04,2420
0.001,83.52979137,545,1.276322364807129,79,43236,43135,-40.306724548339844,18.13,2430
0.001,83.7527796,548,1.3953312635421753,79,43423,43322,-39.35121536254883,18.2,2440
0.001,83.8129361,551,0.812419056892395,79,43602,43501,-42.783851623535156,18.22,2450
0.001,83.74911469999999,553,0.8009887933731079,79,43780,43679,-37.52412796020508,18.19,2460
0.001,83.70954279000001,556,0.9082980155944824,78,43955,43854,-40.62472915649414,18.17,2470
0.001,83.70925245999999,559,0.5904714465141296,78,44134,44033,-41.275108337402344,18.17,2480
0.001,83.53658755000001,561,1.2313568592071533,78,44311,44210,-40.20425033569336,18.11,2490
0.001,83.52805484000001,564,0.8024542927742004,78,44494,44393,-38.61055374145508,18.11,2500
0.001,83.19596066,566,0.6889220476150513,78,44667,44566,-40.24340057373047,17.99,2510
0.001,83.33941709999999,569,0.8730610609054565,78,44855,44754,-42.03818130493164,18.04,2520
0.001,83.29710863,571,0.8852678537368774,78,45038,44937,-39.37932205200195,18.02,2530
0.001,82.95723241,574,1.1724674701690674,78,45213,45112,-40.262115478515625,17.9,2540
0.001,82.95072644000001,576,1.5007416009902954,78,45392,45291,-40.755592346191406,17.9,2550
0.001,82.99175317000001,579,1.1032345294952393,78,45572,45471,-38.43640899658203,17.92,2560
0.001,83.16408946,582,1.3836402893066406,78,45754,45653,-42.85858154296875,17.99,2570
0.001,83.18861741999999,584,0.9130211472511292,78,45934,45833,-41.87842559814453,18.0,2580
0.001,82.99576302999999,587,0.8932253122329712,78,46104,46003,-39.45353698730469,17.93,2590
0.001,82.74845751999999,589,0.7074417471885681,78,46278,46177,-40.295684814453125,17.84,2600
0.001,82.92273939,592,0.6667009592056274,78,46457,46356,-37.69745635986328,17.9,2610
0.001,82.63597481,595,1.2179462909698486,78,46635,46534,-41.53756332397461,17.8,2620
0.001,82.72490886000001,598,0.8406516313552856,78,46821,46720,-40.02116775512695,17.83,2630
0.001,82.81525289999999,600,1.1172010898590088,78,47000,46899,-38.60557556152344,17.87,2640
0.001,82.79819044,603,1.123745083808899,78,47178,47077,-38.179866790771484,17.86,2650
0.001,82.86624751,606,0.9011742472648621,78,47360,47259,-38.09236145019531,17.88,2660
0.001,82.77091343000001,608,0.5992257595062256,78,47538,47437,-40.32345199584961,17.84,2670
0.001,82.48875008,611,0.5564725399017334,78,47708,47607,-40.055030822753906,17.74,2680
0.001,82.70782255,613,0.8589127659797668,78,47886,47785,-40.29226303100586,17.82,2690
0.001,82.87622511999999,616,0.4254375398159027,77,48066,47965,-38.355018615722656,17.88,2700
0.001,82.63923106,619,0.6660517454147339,77,48237,48136,-40.17993927001953,17.8,2710
0.001,82.64943186,621,0.9090906977653503,77,48416,48315,-41.87150192260742,17.81,2720
0.001,82.33823470000002,624,0.9045270681381226,77,48592,48491,-40.3782958984375,17.71,2730
0.001,82.39806985999999,626,0.6628896594047546,77,48772,48671,-41.78496551513672,17.72,2740
0.001,82.32838992,629,1.1124743223190308,77,48948,48847,-38.569854736328125,17.7,2750
0.001,82.32802009000001,631,0.9190353751182556,77,49130,49029,-38.62648391723633,17.7,2760
0.001,82.25202273999999,634,0.813632607460022,77,49305,49204,-40.13679504394531,17.67,2770
0.001,82.69893512,636,0.657748818397522,77,49491,49390,-40.09254837036133,17.83,2780
0.001,82.87203219999999,639,1.619959831237793,77,49675,49574,-38.527076721191406,17.89,2790
0.001,82.98288398999999,641,1.2115542888641357,77,49859,49758,-40.37775802612305,17.93,2800
0.001,83.03093009,644,1.0609984397888184,77,50032,49931,-42.23310852050781,17.95,2810
0.001,83.00736283,646,1.3412024974822998,77,50210,50109,-39.50115966796875,17.94,2820
0.001,82.84470687,649,0.5710363388061523,77,50380,50279,-38.63440704345703,17.88,2830
0.001,82.8161245,652,1.3296818733215332,77,50559,50458,-40.7263298034668,17.87,2840
0.001,82.91757394,654,0.8590848445892334,77,50738,50637,-41.07298278808594,17.9,2850
0.001,82.91691073,657,1.0295449495315552,77,50920,50819,-39.604732513427734,17.9,2860
0.001,83.10291221000001,659,1.22122323513031,77,51102,51001,-39.643898010253906,17.97,2870
0.001,82.84608175000001,662,0.4900747537612915,77,51279,51178,-39.53172302246094,17.88,2880
0.001,82.77880680999999,665,0.6889772415161133,77,51460,51359,-41.257225036621094,17.85,2890
0.001,82.7285541,667,0.9069411158561707,77,51642,51541,-40.70038604736328,17.83,2900
0.001,82.86520090000002,670,1.0001294612884521,77,51819,51718,-41.40291976928711,17.87,2910
0.001,82.97943895,672,0.8426148891448975,77,52001,51900,-42.91146469116211,17.91,2920
0.001,83.28019696999999,675,0.9973915219306946,77,52182,52081,-41.90552520751953,18.02,2930
0.001,83.05490615000001,677,0.8252066969871521,77,52354,52253,-42.6063346862793,17.95,2940
0.001,83.05417285999998,680,0.8059310913085938,77,52534,52433,-39.05264663696289,17.96,2950
0.001,83.06385696,682,0.7045697569847107,77,52717,52616,-41.428428649902344,17.97,2960
0.001,82.83184528,685,0.8083548545837402,77,52891,52790,-39.61103439331055,17.89,2970
0.001,82.73360937,687,0.7667225003242493,77,53064,52963,-40.502723693847656,17.85,2980
0.001,82.64077474,690,0.5464552044868469,77,53242,53141,-41.412811279296875,17.82,2990
0.001,82.52699612,692,1.0039383172988892,77,53420,53319,-39.81510925292969,17.78,3000
0.001,82.39415304999999,695,1.2149083614349365,77,53593,53492,-39.50003433227539,17.74,3010
0.001,82.39620537,697,0.7221404910087585,77,53775,53674,-39.21125793457031,17.74,3020
0.001,82.55488181000001,700,0.8007460832595825,77,53961,53860,-39.601539611816406,17.79,3030
0.001,82.86700293,702,0.7364023327827454,77,54143,54042,-40.14295196533203,17.89,3040
0.001,82.86599671,705,1.2130155563354492,77,54322,54221,-40.59598922729492,17.88,3050
0.001,82.79853901,707,1.2022897005081177,77,54502,54401,-39.06547927856445,17.85,3060
0.001,82.84758038999999,710,0.8692548274993896,77,54678,54577,-39.00524139404297,17.87,3070
0.001,82.89403148000001,712,1.059276819229126,76,54853,54752,-39.51308822631836,17.89,3080
0.001,82.96704658,714,1.2519876956939697,76,55034,54933,-41.15682601928711,17.92,3090
0.001,82.79087324999999,717,0.8438469171524048,76,55206,55105,-39.06974792480469,17.86,3100
0.001,83.08853359999999,719,0.7276148200035095,76,55389,55288,-39.85014343261719,17.96,3110
0.001,82.88094234,722,1.2581257820129395,76,55564,55463,-42.63270950317383,17.89,3120
0.001,82.7833216,725,0.9199188947677612,76,55746,55645,-39.42467498779297,17.85,3130
0.001,82.63719889,727,1.450265645980835,76,55923,55822,-40.73173522949219,17.8,3140
0.001,82.69976982,730,1.6742966175079346,76,56104,56003,-39.342140197753906,17.82,3150
0.001,82.64794509,732,1.0351558923721313,76,56282,56181,-39.76921844482422,17.8,3160
0.001,82.80927212,735,0.852375328540802,76,56463,56362,-38.29664611816406,17.85,3170
0.001,82.73083046999999,737,1.1880481243133545,76,56635,56534,-40.47002410888672,17.82,3180
0.001,82.69281007,740,0.8539173007011414,76,56814,56713,-40.07331085205078,17.8,3190
0.001,82.79633799,742,0.46335774660110474,76,56990,56889,-39.981685638427734,17.84,3200
0.001,82.69599769,745,0.8325457572937012,76,57169,57068,-42.23100280761719,17.8,3210
0.001,82.78757189,748,1.3579152822494507,76,57347,57246,-40.11042404174805,17.83,3220
0.001,82.74015372,750,1.3902394771575928,76,57528,57427,-37.741432189941406,17.82,3230
0.001,82.89939268,753,0.9166663885116577,76,57711,57610,-38.30559158325195,17.88,3240
0.001,82.69593743,755,1.1566636562347412,76,57885,57784,-40.493953704833984,17.81,3250
0.001,82.85593721,758,0.9725049734115601,76,58069,57968,-38.48181915283203,17.87,3260
0.001,82.72345886,760,0.9696681499481201,76,58245,58144,-41.24525451660156,17.82,3270
0.001,82.84489652,763,0.9345601797103882,76,58422,58321,-39.68061065673828,17.87,3280
0.001,82.82682169,765,0.9444581270217896,76,58600,58499,-39.98417663574219,17.86,3290
0.001,82.89827752,768,1.3544162511825562,76,58779,58678,-38.94818878173828,17.89,3300
0.001,82.97470736999998,771,0.730857253074646,76,58961,58860,-40.01373291015625,17.92,3310
0.001,83.01150460000001,773,1.0452206134796143,76,59140,59039,-37.41759490966797,17.93,3320
0.001,83.07376404,776,0.6504001021385193,76,59323,59222,-39.84880065917969,17.95,3330
0.001,82.85746036,778,0.34476417303085327,76,59498,59397,-38.21057891845703,17.87,3340
0.001,82.93430089000002,780,0.8747361898422241,76,59675,59574,-38.65385055541992,17.9,3350
0.001,82.60743273,783,1.2028861045837402,76,59847,59746,-41.60497283935547,17.78,3360
0.001,82.64242021,785,0.7270379066467285,76,60025,59924,-40.37589645385742,17.8,3370
0.001,82.75350131,788,0.9230234622955322,76,60205,60104,-40.22028732299805,17.83,3380
0.001,82.87665163,791,0.6052123308181763,76,60387,60286,-41.45479202270508,17.87,3390
0.001,82.84205951999998,793,0.6512094736099243,76,60564,60463,-40.04756164550781,17.85,3400
0.001,82.66301468999998,796,0.9652767181396484,76,60740,60639,-40.746421813964844,17.79,3410
0.001,82.50988008,798,0.47253644466400146,76,60914,60813,-38.887569427490234,17.74,3420
0.001,82.51848942000001,801,1.3263044357299805,76,61097,60996,-41.80654525756836,17.74,3430
0.001,82.62285354,803,1.2868428230285645,76,61276,61175,-39.46731185913086,17.78,3440
0.001,82.43364007,806,0.5488367080688477,76,61446,61345,-41.913230895996094,17.71,3450
0.001,82.51546425000001,808,0.6931053400039673,76,61621,61520,-38.74814987182617,17.74,3460
0.001,82.39479318,810,0.9244201183319092,76,61794,61693,-40.919837951660156,17.69,3470
0.001,82.33407604999998,813,0.8733931183815002,76,61972,61871,-40.564117431640625,17.67,3480
0.001,82.11614742,815,0.41266605257987976,76,62148,62047,-37.97186279296875,17.61,3490
0.001,82.27370581,818,0.7152988910675049,76,62330,62229,-40.13410949707031,17.66,3500
0.001,82.36188114000001,820,0.569300651550293,76,62509,62408,-41.09687805175781,17.69,3510
0.001,82.64770555999999,823,0.6434966325759888,76,62693,62592,-39.00911331176758,17.79,3520
0.001,82.3705283,825,1.0620605945587158,76,62867,62766,-39.56060791015625,17.7,3530
0.001,82.47020076999999,828,0.4878864288330078,76,63049,62948,-37.87639236450195,17.73,3540
0.001,82.72542042,830,0.6691685318946838,76,63228,63127,-40.58864974975586,17.82,3550
0.001,82.62496632,833,0.942605197429657,76,63400,63299,-39.16161346435547,17.79,3560
0.001,82.78387457000001,835,0.556649923324585,76,63579,63478,-38.99931335449219,17.85,3570
0.001,83.01645212,838,0.6896267533302307,76,63765,63664,-39.91986083984375,17.93,3580
0.001,83.03431159000002,840,1.3756422996520996,76,63941,63840,-40.200035095214844,17.93,3590
0.001,83.02242882,843,1.2231415510177612,76,64123,64022,-43.00575256347656,17.93,3600
0.001,83.01435593999999,845,0.5003979802131653,76,64302,64201,-40.13731002807617,17.93,3610
0.001,82.72788704,848,0.872647225856781,76,64476,64375,-40.318912506103516,17.83,3620
0.001,82.97576072,850,0.8758216500282288,75,64658,64557,-39.49231719970703,17.91,3630
0.001,82.99697228,853,0.8706400394439697,75,64841,64740,-42.51624298095703,17.92,3640
0.001,83.08085577,855,0.5289857983589172,75,65023,64922,-41.19163513183594,17.95,3650
0.001,83.13184140999998,858,0.7883917093276978,75,65197,65096,-39.045921325683594,17.97,3660
0.001,83.04342701,860,0.6146843433380127,75,65373,65272,-39.68075180053711,17.94,3670
0.001,82.69238841,863,1.2958470582962036,75,65547,65446,-39.03424835205078,17.82,3680
0.001,82.97157204999999,865,0.9331293106079102,75,65733,65632,-44.170379638671875,17.92,3690
0.001,82.86057039,868,1.349337100982666,75,65912,65811,-40.63066482543945,17.89,3700
0.001,82.9383112,870,0.5851499438285828,75,66093,65992,-40.082366943359375,17.91,3710
0.001,83.2527528,873,1.4007861614227295,75,66277,66176,-41.51436996459961,18.01,3720
0.001,82.96100290000003,875,1.2316948175430298,75,66449,66348,-39.739906311035156,17.91,3730
0.001,82.98003799,878,0.6054668426513672,75,66632,66531,-38.782958984375,17.91,3740
0.001,82.64146722,880,1.1692579984664917,75,66802,66701,-43.197509765625,17.79,3750
0.001,82.81758332,882,0.8657038807868958,75,66982,66881,-41.20552444458008,17.85,3760
0.001,82.80192437,885,0.6859054565429688,75,67157,67056,-39.5721435546875,17.84,3770
0.001,83.14512498999999,888,1.0607047080993652,75,67343,67242,-40.32640838623047,17.96,3780
0.001,82.78913912,890,0.8797621726989746,75,67516,67415,-37.77911376953125,17.83,3790
0.001,82.60280245,892,1.1380854845046997,75,67688,67587,-37.81801223754883,17.76,3800
0.001,82.61400583000001,895,0.46843665838241577,75,67870,67769,-38.631019592285156,17.77,3810
0.001,82.58230964,897,0.7194599509239197,75,68053,67952,-39.183223724365234,17.76,3820
0.001,82.83304017,900,0.5423593521118164,75,68234,68133,-40.701839447021484,17.85,3830
0.001,82.66861723,902,0.6348294615745544,75,68412,68311,-39.165069580078125,17.8,3840
0.001,82.88740499,905,0.7254135012626648,75,68590,68489,-38.73157501220703,17.88,3850
0.001,82.80270727999999,907,0.9531166553497314,75,68767,68666,-38.52776336669922,17.85,3860
0.001,82.74828299,910,0.7215324640274048,75,68940,68839,-40.681236267089844,17.83,3870
0.001,82.48197787000001,912,0.7034451961517334,75,69117,69016,-42.19520568847656,17.74,3880
0.001,82.59489839999998,915,1.7209959030151367,75,69294,69193,-39.975311279296875,17.78,3890
0.001,82.65685789,917,0.744170069694519,75,69468,69367,-41.224693298339844,17.8,3900
0.001,82.72630358,920,0.7347064018249512,75,69652,69551,-39.48774719238281,17.82,3910
0.001,82.48833788999998,922,0.35612452030181885,75,69827,69726,-40.431095123291016,17.74,3920
0.001,82.4620526,925,0.6581100225448608,75,70007,69906,-41.42766571044922,17.73,3930
0.001,82.50803873999999,927,0.516587495803833,75,70186,70085,-40.00023651123047,17.74,3940
0.001,82.63528578000002,930,1.01106858253479,75,70368,70267,-40.58154296875,17.78,3950
0.001,82.67227059999999,933,0.7991382479667664,75,70547,70446,-40.10032272338867,17.8,3960
0.001,82.82253849,935,0.8483452796936035,75,70726,70625,-38.81458282470703,17.86,3970
0.001,82.74790424999999,938,0.8797358274459839,75,70900,70799,-36.93508529663086,17.83,3980
0.001,82.97085445,940,1.2039273977279663,75,71085,70984,-37.18872833251953,17.91,3990
0.001,82.94816642000002,943,1.1057356595993042,75,71258,71157,-41.18439483642578,17.9,4000
0.001,82.84102237999997,946,0.5494072437286377,75,71439,71338,-39.85451126098633,17.87,4010
0.001,83.1621631,948,0.8301843404769897,75,71625,71524,-41.54149627685547,17.98,4020
0.001,83.02866837999998,951,0.32957032322883606,75,71801,71700,-39.76202392578125,17.94,4030
0.001,82.93616532,953,0.7297623157501221,75,71978,71877,-37.87443923950195,17.92,4040
0.001,82.84288098,956,1.2118778228759766,75,72157,72056,-39.299217224121094,17.89,4050
0.001,83.23139994000002,958,0.7003433108329773,75,72349,72248,-41.05880355834961,18.02,4060
0.001,83.13391744,960,0.4844476878643036,75,72524,72423,-40.385581970214844,17.98,4070
0.001,83.12098666999998,963,0.9709829688072205,75,72698,72597,-39.975399017333984,17.98,4080
0.001,82.97523443,966,0.5065067410469055,75,72878,72777,-41.477821350097656,17.93,4090
0.001,83.28296732000001,968,0.7111675143241882,75,73061,72960,-40.18888854980469,18.03,4100
0.001,83.06980944000001,970,0.8348473310470581,75,73234,73133,-40.16029357910156,17.95,4110
0.001,82.90852825000002,973,0.3682261109352112,75,73415,73314,-40.16217803955078,17.9,4120
0.001,83.14671955,976,1.2838995456695557,75,73599,73498,-41.0534553527832,17.98,4130
0.001,83.33941723,978,0.9858180284500122,75,73782,73681,-39.31403350830078,18.04,4140
0.001,83.44627948000002,981,1.0625747442245483,75,73965,73864,-42.4531364440918,18.08,4150
0.001,83.02387678,983,0.9657036662101746,75,74142,74041,-39.98256301879883,17.93,4160
0.001,83.05626802,986,0.7821613550186157,75,74318,74217,-40.04338455200195,17.94,4170
0.001,83.44690251000002,989,1.295591115951538,75,74506,74405,-38.89118957519531,18.08,4180
0.001,83.29908592999999,991,1.2291711568832397,75,74681,74580,-39.612648010253906,18.03,4190
0.001,83.19718615,994,0.974714994430542,75,74861,74760,-39.36405944824219,18.0,4200
0.001,83.30526871000002,996,1.6911120414733887,75,75038,74937,-39.00284957885742,18.04,4210
0.001,83.25210045,999,0.7800102829933167,75,75217,75116,-41.032020568847656,18.02,4220
0.001,82.96624352999999,1001,0.8795593976974487,75,75391,75290,-40.31813049316406,17.92,4230
0.001,82.77483588000003,1004,1.1001769304275513,75,75567,75466,-39.15641784667969,17.85,4240
0.001,82.66309242999999,1006,0.7432297468185425,75,75746,75645,-38.75271224975586,17.81,4250
0.001,82.82371411999999,1009,0.5364260673522949,75,75929,75828,-40.63404846191406,17.87,4260
0.001,83.16464855,1012,1.336146593093872,75,76117,76016,-41.02229690551758,17.99,4270
0.001,83.01596316999999,1015,0.8479275703430176,75,76300,76199,-41.22246170043945,17.94,4280
0.001,83.27775806,1017,0.7103159427642822,75,76484,76383,-40.075294494628906,18.03,4290
0.001,83.26054835999999,1020,1.33601975440979,75,76664,76563,-41.7507209777832,18.03,4300
0.001,83.32319312,1023,0.8067158460617065,75,76843,76742,-37.72492218017578,18.05,4310
0.001,83.17274019,1025,0.7035378217697144,75,77017,76916,-42.72535705566406,18.0,4320
0.001,83.15319904000002,1028,1.138777256011963,75,77190,77089,-39.828880310058594,17.99,4330
